review_id,category,review_text,true_label,has_negation,negation_pattern,negation_cue,rating
R2392,Home & Kitchen,This Home & Kitchen purchase was bright.,Positive,False,none,,3
R0804,Grocery,It never works when I need it; awful smell.,Negative,True,never_works,never,3
R1079,Books,It's not useless at all; actually durable.,Positive,True,litotes_not_bad,not,5
R2435,Clothing,I love this Clothing item—durable delivery.,Positive,False,none,,4
R2862,Electronics,Terrible experience; would not recommend.,Negative,False,none,,1
R0395,Grocery,It's not slow at all; actually smooth.,Positive,True,litotes_not_bad,not,4
R1428,Pet Supplies,Not bad at all—handy display.,Positive,True,not_bad_at_all,not,4
R2636,Grocery,This Grocery purchase was handy.,Positive,False,none,,4
R1180,Beauty,Hardly any improvement; battery life remains awful.,Negative,True,hardly_any_battery,hardly,3
R1299,Grocery,"Not only smooth performance, but also smooth build.",Positive,True,not_only_but_also,not only,3
R3000,Pet Supplies,The build is fantastic.,Positive,False,none,,5
R0386,Toys & Games,It's not flimsy at all; actually affordable.,Positive,True,litotes_not_bad,not,4
R1008,Toys & Games,Came without a manual and the setup was laggy.,Negative,True,without_manual,without,2
R1686,Toys & Games,Fails to connect consistently—flimsy smell.,Negative,True,fail_to_connect,fail to,1
R0943,Grocery,Hardly any improvement; battery life remains awful.,Negative,True,hardly_any_battery,hardly,2
R0739,Beauty,It never works when I need it; uncomfortable heat.,Negative,True,never_works,never,2
R0427,Automotive,Design is unobtrusive and setup is effortless—truly fantastic.,Positive,True,neg_prefix_positive,un-,5
R0692,Toys & Games,It's not uncommon for it to not connect; still great.,Positive,True,double_negation,not ... not,5
R1685,Pet Supplies,"Not a premium device, but a durable value for the price.",Positive,True,not_x_but_y_positive,not ... but,5
R0911,Sports,Hardly any improvement; battery life remains overpriced.,Negative,True,hardly_any_battery,hardly,1
R2232,Beauty,Disappointed—unreliable overall.,Negative,False,none,,2
R0314,Home & Kitchen,Not as excellent as described; uncomfortable in places.,Negative,True,not_as_advertised,not,2
R1874,Books,It's not uncommon for it to not pair; still great.,Positive,True,double_negation,not ... not,4
R0401,Books,"Not only handy quality, but also handy build.",Positive,True,not_only_but_also,not only,5
R1429,Automotive,No proper support and slow waste.,Negative,True,no_support,no,1
R0452,Automotive,Hardly any improvement; battery life remains awful.,Negative,True,hardly_any_battery,hardly,2
R2378,Automotive,Terrible experience; would not recommend.,Negative,False,none,,1
R0308,Grocery,Hardly any improvement; battery life remains unreliable.,Negative,True,hardly_any_battery,hardly,1
R0261,Grocery,Design is unobtrusive and setup is effortless—truly powerful.,Positive,True,neg_prefix_positive,un-,4
R0294,Home & Kitchen,No proper support and useless issue.,Negative,True,no_support,no,2
R2579,Books,Really weak error.,Negative,False,none,,3
R1248,Pet Supplies,No proper support and laggy smell.,Negative,True,no_support,no,1
R1646,Automotive,Came without a manual and the setup was overpriced.,Negative,True,without_manual,without,3
R0667,Pet Supplies,Hardly any improvement; battery life remains slow.,Negative,True,hardly_any_battery,hardly,2
R0371,Clothing,"Not only amazing sound, but also amazing build.",Positive,True,not_only_but_also,not only,5
R1916,Books,Disappointed by the unreliable connection and improper fit.,Negative,True,neg_prefix_negative,dis-/un-/im-,1
R1569,Books,Disappointed by the unreliable connection and improper fit.,Negative,True,neg_prefix_negative,dis-/un-/im-,1
R2931,Toys & Games,Terrible experience; would not recommend.,Negative,False,none,,1
R0087,Beauty,It's not uncomfortable at all; actually smooth.,Positive,True,litotes_not_bad,not,5
R0157,Clothing,"Not a premium device, but a smooth value for the price.",Positive,True,not_x_but_y_positive,not ... but,3
R2121,Automotive,Really terrible heat.,Negative,False,none,,3
R2629,Clothing,This Clothing product is fragile.,Negative,False,none,,1
R2032,Toys & Games,Surprisingly durable for the price.,Positive,False,none,,3
R1778,Sports,Disappointed by the unreliable connection and improper fit.,Negative,True,neg_prefix_negative,dis-/un-/im-,2
R1659,Books,No proper support and bad smell.,Negative,True,no_support,no,2
R1978,Clothing,Really fragile waste.,Negative,False,none,,2
R2467,Home & Kitchen,This Home & Kitchen purchase was comfortable.,Positive,False,none,,5
R0378,Books,Design is unobtrusive and setup is effortless—truly handy.,Positive,True,neg_prefix_positive,un-,5
R1446,Electronics,It's not noisy at all; actually durable.,Positive,True,litotes_not_bad,not,4
R0416,Grocery,"Not only fantastic camera, but also fantastic build.",Positive,True,not_only_but_also,not only,3
R1499,Pet Supplies,It's not noisy at all; actually excellent.,Positive,True,litotes_not_bad,not,5
R2104,Books,Terrible experience; would not recommend.,Negative,False,none,,1
R0514,Books,Fails to connect consistently—terrible heat.,Negative,True,fail_to_connect,fail to,1
R1504,Sports,Disappointed by the unreliable connection and improper fit.,Negative,True,neg_prefix_negative,dis-/un-/im-,1
R2564,Clothing,The fit is bright.,Positive,False,none,,3
R0949,Clothing,"Not a performance boost, but a laggy downgrade.",Negative,True,not_x_but_y_negative,not ... but,2
R2370,Beauty,This Beauty purchase was powerful.,Positive,False,none,,5
R2486,Toys & Games,I love this Toys & Games item—powerful battery life.,Positive,False,none,,4
R2226,Sports,Terrible experience; would not recommend.,Negative,False,none,,2
R2999,Grocery,Disappointed—awful overall.,Negative,False,none,,2
R2874,Pet Supplies,Terrible experience; would not recommend.,Negative,False,none,,3
R2363,Automotive,The delay felt blurry.,Negative,False,none,,1
R2584,Beauty,Surprisingly amazing for the price.,Positive,False,none,,5
R2349,Home & Kitchen,I love this Home & Kitchen item—amazing camera.,Positive,False,none,,5
R1938,Grocery,I've never been disappointed—bright packaging.,Positive,True,never_disappointed,never,4
R0844,Automotive,Design is unobtrusive and setup is effortless—truly affordable.,Positive,True,neg_prefix_positive,un-,5
R2940,Clothing,This Clothing purchase was handy.,Positive,False,none,,4
R0555,Books,No proper support and bad scratch.,Negative,True,no_support,no,1
R2137,Books,This Books product is fragile.,Negative,False,none,,2
R1287,Clothing,Came without a manual and the setup was laggy.,Negative,True,without_manual,without,1
R0030,Books,I've never been disappointed—durable build.,Positive,True,never_disappointed,never,5
R2930,Electronics,Terrible experience; would not recommend.,Negative,False,none,,1
R1620,Toys & Games,I've never been disappointed—fantastic quality.,Positive,True,never_disappointed,never,5
R0544,Home & Kitchen,Came without a manual and the setup was laggy.,Negative,True,without_manual,without,1
R0597,Beauty,Design is unobtrusive and setup is effortless—truly reliable.,Positive,True,neg_prefix_positive,un-,5
R2001,Books,This Books purchase was affordable.,Positive,False,none,,4
R0042,Grocery,Hardly any improvement; battery life remains slow.,Negative,True,hardly_any_battery,hardly,3
R0979,Sports,I've never been disappointed—clear camera.,Positive,True,never_disappointed,never,4
R2294,Automotive,Really laggy return.,Negative,False,none,,1
R0306,Home & Kitchen,"Not a premium device, but a smooth value for the price.",Positive,True,not_x_but_y_positive,not ... but,4
R0481,Sports,Disappointed by the unreliable connection and improper fit.,Negative,True,neg_prefix_negative,dis-/un-/im-,2
R0076,Beauty,Not as bright as described; fragile in places.,Negative,True,not_as_advertised,not,2
R2977,Automotive,The return felt fragile.,Negative,False,none,,2
R0700,Clothing,Hardly any improvement; battery life remains uncomfortable.,Negative,True,hardly_any_battery,hardly,1
R0426,Automotive,It's not unreliable at all; actually clear.,Positive,True,litotes_not_bad,not,5
R1977,Sports,The heat felt noisy.,Negative,False,none,,1
R2710,Pet Supplies,This Pet Supplies purchase was smooth.,Positive,False,none,,4
R1721,Beauty,Hardly any improvement; battery life remains slow.,Negative,True,hardly_any_battery,hardly,1
R2831,Toys & Games,This Toys & Games purchase was clear.,Positive,False,none,,3
R0024,Grocery,"Not a performance boost, but a bad downgrade.",Negative,True,not_x_but_y_negative,not ... but,1
R1383,Sports,I've never been disappointed—fantastic quality.,Positive,True,never_disappointed,never,5
R1772,Beauty,It's not uncommon for it to not connect; still fast.,Positive,True,double_negation,not ... not,4
R1952,Automotive,Disappointed—fragile overall.,Negative,False,none,,1
R0230,Automotive,Fails to connect consistently—bad return.,Negative,True,fail_to_connect,fail to,1
R1544,Toys & Games,It's not uncommon for it to not last; still durable.,Positive,True,double_negation,not ... not,4
R1816,Sports,It's not uncomfortable at all; actually fantastic.,Positive,True,litotes_not_bad,not,5
R0848,Electronics,It's not uncommon for it to not fail; still clear.,Positive,True,double_negation,not ... not,4
R0599,Toys & Games,"Not only clear packaging, but also clear build.",Positive,True,not_only_but_also,not only,4
R2437,Sports,Really fragile risk.,Negative,False,none,,2
R1455,Home & Kitchen,Came without a manual and the setup was laggy.,Negative,True,without_manual,without,1
R1818,Pet Supplies,Came without a manual and the setup was noisy.,Negative,True,without_manual,without,3
R0977,Home & Kitchen,"Not a premium device, but a smooth value for the price.",Positive,True,not_x_but_y_positive,not ... but,4
R0451,Sports,I've never been disappointed—affordable packaging.,Positive,True,never_disappointed,never,4
R0952,Electronics,Fails to connect consistently—weak risk.,Negative,True,fail_to_connect,fail to,3
R2509,Pet Supplies,Terrible experience; would not recommend.,Negative,False,none,,2
R2189,Beauty,Surprisingly smooth for the price.,Positive,False,none,,4
R2170,Clothing,Disappointed—useless overall.,Negative,False,none,,1
R2098,Home & Kitchen,Really durable build; would buy again.,Positive,False,none,,4
R0699,Pet Supplies,Not as smooth as described; unreliable in places.,Negative,True,not_as_advertised,not,2
R2971,Toys & Games,I love this Toys & Games item—fast design.,Positive,False,none,,5
R2119,Books,Surprisingly comfortable for the price.,Positive,False,none,,5
R0406,Books,It's not unreliable at all; actually useful.,Positive,True,litotes_not_bad,not,5
R1444,Toys & Games,Disappointed by the unreliable connection and improper fit.,Negative,True,neg_prefix_negative,dis-/un-/im-,1
R1116,Pet Supplies,It's not uncommon for it to not pair; still great.,Positive,True,double_negation,not ... not,4
R2637,Clothing,The heat felt awful.,Negative,False,none,,2
R2265,Pet Supplies,I love this Pet Supplies item—fast performance.,Positive,False,none,,3
R0428,Sports,"Not a performance boost, but a overpriced downgrade.",Negative,True,not_x_but_y_negative,not ... but,2
R0096,Beauty,I've never been disappointed—smooth build.,Positive,True,never_disappointed,never,5
R0965,Automotive,Not as excellent as described; useless in places.,Negative,True,not_as_advertised,not,3
R1348,Books,I've never been disappointed—smooth packaging.,Positive,True,never_disappointed,never,4
R1061,Toys & Games,It's not terrible at all; actually fantastic.,Positive,True,litotes_not_bad,not,4
R2794,Electronics,This Electronics purchase was affordable.,Positive,False,none,,5
R1097,Toys & Games,Fails to connect consistently—dim heat.,Negative,True,fail_to_connect,fail to,2
R0382,Books,Disappointed by the unreliable connection and improper fit.,Negative,True,neg_prefix_negative,dis-/un-/im-,1
R1636,Beauty,Not bad at all—great camera.,Positive,True,not_bad_at_all,not,3
R2837,Pet Supplies,Terrible experience; would not recommend.,Negative,False,none,,1
R0855,Grocery,"Not a performance boost, but a slow downgrade.",Negative,True,not_x_but_y_negative,not ... but,2
R0776,Books,Not as bright as described; blurry in places.,Negative,True,not_as_advertised,not,1
R0368,Pet Supplies,Not as great as described; overpriced in places.,Negative,True,not_as_advertised,not,1
R2481,Toys & Games,Really smooth fit; would buy again.,Positive,False,none,,3
R1384,Grocery,It's not awful at all; actually excellent.,Positive,True,litotes_not_bad,not,5
R1475,Pet Supplies,No proper support and uncomfortable glitch.,Negative,True,no_support,no,1
R0134,Clothing,Disappointed by the unreliable connection and improper fit.,Negative,True,neg_prefix_negative,dis-/un-/im-,1
R1519,Electronics,It never works when I need it; useless error.,Negative,True,never_works,never,1
R2506,Clothing,Really dim problem.,Negative,False,none,,2
R1416,Clothing,No proper support and bad refund.,Negative,True,no_support,no,2
R1049,Grocery,It's not unreliable at all; actually amazing.,Positive,True,litotes_not_bad,not,5
R2736,Clothing,Surprisingly powerful for the price.,Positive,False,none,,5
R1603,Pet Supplies,I've never been disappointed—useful battery life.,Positive,True,never_disappointed,never,5
R1851,Sports,Hardly any improvement; battery life remains terrible.,Negative,True,hardly_any_battery,hardly,2
R1807,Beauty,No proper support and overpriced issue.,Negative,True,no_support,no,2
R2642,Automotive,This Automotive purchase was comfortable.,Positive,False,none,,4
R1389,Clothing,Came without a manual and the setup was awful.,Negative,True,without_manual,without,1
R1802,Grocery,"Not only bright fit, but also bright build.",Positive,True,not_only_but_also,not only,5
R0014,Electronics,"Not a premium device, but a fast value for the price.",Positive,True,not_x_but_y_positive,not ... but,5
R2127,Home & Kitchen,Really unreliable glitch.,Negative,False,none,,3
R2292,Clothing,Really slow heat.,Negative,False,none,,3
R0754,Grocery,I've never been disappointed—useful design.,Positive,True,never_disappointed,never,5
R0926,Electronics,Came without a manual and the setup was laggy.,Negative,True,without_manual,without,1
R1099,Electronics,No proper support and dim issue.,Negative,True,no_support,no,3
R2522,Clothing,The problem felt unreliable.,Negative,False,none,,2
R2638,Books,The issue felt uncomfortable.,Negative,False,none,,1
R1595,Toys & Games,It's not uncommon for it to not connect; still clear.,Positive,True,double_negation,not ... not,4
R0728,Grocery,Not as bright as described; noisy in places.,Negative,True,not_as_advertised,not,3
R2325,Clothing,Surprisingly fast for the price.,Positive,False,none,,3
R2888,Books,This Books purchase was fast.,Positive,False,none,,3
R2585,Electronics,I love this Electronics item—powerful delivery.,Positive,False,none,,5
R1015,Books,Not bad at all—clear fit.,Positive,True,not_bad_at_all,not,5
R2217,Electronics,Really slow return.,Negative,False,none,,2
R2395,Beauty,Terrible experience; would not recommend.,Negative,False,none,,1
R1094,Home & Kitchen,Came without a manual and the setup was overpriced.,Negative,True,without_manual,without,3
R1774,Books,Disappointed by the unreliable connection and improper fit.,Negative,True,neg_prefix_negative,dis-/un-/im-,1
R2682,Beauty,Surprisingly great for the price.,Positive,False,none,,5
R1124,Automotive,Hardly any improvement; battery life remains terrible.,Negative,True,hardly_any_battery,hardly,1
R0749,Clothing,Disappointed by the unreliable connection and improper fit.,Negative,True,neg_prefix_negative,dis-/un-/im-,2
R1239,Books,Came without a manual and the setup was useless.,Negative,True,without_manual,without,2
R1301,Grocery,Came without a manual and the setup was unreliable.,Negative,True,without_manual,without,1
R1182,Toys & Games,It never works when I need it; bad refund.,Negative,True,never_works,never,1
R2124,Books,Disappointed—laggy overall.,Negative,False,none,,3
R1460,Pet Supplies,I've never been disappointed—comfortable design.,Positive,True,never_disappointed,never,3
R0285,Home & Kitchen,Not as smooth as described; terrible in places.,Negative,True,not_as_advertised,not,1
R0993,Toys & Games,"Not a performance boost, but a awful downgrade.",Negative,True,not_x_but_y_negative,not ... but,3
R1349,Clothing,Fails to connect consistently—fragile glitch.,Negative,True,fail_to_connect,fail to,1
R2490,Books,Disappointed—blurry overall.,Negative,False,none,,3
R0160,Toys & Games,It never works when I need it; bad defect.,Negative,True,never_works,never,3
R1575,Toys & Games,I've never been disappointed—handy packaging.,Positive,True,never_disappointed,never,4
R0139,Books,Fails to connect consistently—fragile lag.,Negative,True,fail_to_connect,fail to,1
R1648,Grocery,It's not uncommon for it to not pair; still smooth.,Positive,True,double_negation,not ... not,4
R0641,Sports,Hardly any improvement; battery life remains fragile.,Negative,True,hardly_any_battery,hardly,2
R2883,Sports,This Sports purchase was handy.,Positive,False,none,,5
R1923,Automotive,Came without a manual and the setup was weak.,Negative,True,without_manual,without,1
R1752,Clothing,"Not only powerful performance, but also powerful build.",Positive,True,not_only_but_also,not only,3
R0630,Sports,No proper support and terrible error.,Negative,True,no_support,no,1
R0219,Electronics,"Not a premium device, but a useful value for the price.",Positive,True,not_x_but_y_positive,not ... but,3
R0565,Sports,It's not fragile at all; actually excellent.,Positive,True,litotes_not_bad,not,5
R0182,Grocery,Design is unobtrusive and setup is effortless—truly useful.,Positive,True,neg_prefix_positive,un-,4
R0056,Toys & Games,"Not a premium device, but a great value for the price.",Positive,True,not_x_but_y_positive,not ... but,3
R2922,Grocery,I love this Grocery item—smooth price.,Positive,False,none,,5
R0167,Pet Supplies,Hardly any improvement; battery life remains dim.,Negative,True,hardly_any_battery,hardly,1
R0489,Toys & Games,It's not uncommon for it to not charge; still bright.,Positive,True,double_negation,not ... not,4
R0975,Beauty,I've never been disappointed—bright design.,Positive,True,never_disappointed,never,3
R2007,Home & Kitchen,The display is smooth.,Positive,False,none,,3
R2645,Clothing,Really affordable packaging; would buy again.,Positive,False,none,,3
R1817,Electronics,Fails to connect consistently—bad return.,Negative,True,fail_to_connect,fail to,1
R2155,Grocery,Disappointed—terrible overall.,Negative,False,none,,2
R1773,Toys & Games,It never works when I need it; dim lag.,Negative,True,never_works,never,1
R1991,Grocery,The smell felt terrible.,Negative,False,none,,2
R2746,Beauty,The return felt unreliable.,Negative,False,none,,2
R0319,Grocery,It's not uncommon for it to not connect; still affordable.,Positive,True,double_negation,not ... not,4
R0340,Home & Kitchen,Not bad at all—handy quality.,Positive,True,not_bad_at_all,not,4
R1998,Clothing,Terrible experience; would not recommend.,Negative,False,none,,1
R2446,Sports,Really durable battery life; would buy again.,Positive,False,none,,5
R0823,Beauty,"Not a performance boost, but a laggy downgrade.",Negative,True,not_x_but_y_negative,not ... but,1
R1330,Automotive,Came without a manual and the setup was uncomfortable.,Negative,True,without_manual,without,1
R0492,Clothing,It's not uncommon for it to not last; still useful.,Positive,True,double_negation,not ... not,5
R1449,Beauty,"Not only handy camera, but also handy build.",Positive,True,not_only_but_also,not only,4
R1789,Beauty,"Not a premium device, but a comfortable value for the price.",Positive,True,not_x_but_y_positive,not ... but,5
R1489,Automotive,I've never been disappointed—fantastic battery life.,Positive,True,never_disappointed,never,4
R2057,Clothing,Terrible experience; would not recommend.,Negative,False,none,,1
R0385,Beauty,Not bad at all—durable camera.,Positive,True,not_bad_at_all,not,4
R2607,Grocery,Disappointed—flimsy overall.,Negative,False,none,,2
R2872,Pet Supplies,The error felt noisy.,Negative,False,none,,2
R2013,Electronics,The smell felt blurry.,Negative,False,none,,1
R2792,Grocery,Disappointed—flimsy overall.,Negative,False,none,,1
R2058,Beauty,The error felt useless.,Negative,False,none,,1
R1586,Sports,Came without a manual and the setup was slow.,Negative,True,without_manual,without,2
R1988,Home & Kitchen,Really clear support; would buy again.,Positive,False,none,,4
R0548,Clothing,Design is unobtrusive and setup is effortless—truly fantastic.,Positive,True,neg_prefix_positive,un-,3
R0491,Books,No proper support and terrible glitch.,Negative,True,no_support,no,2
R1115,Sports,"Not only smooth packaging, but also smooth build.",Positive,True,not_only_but_also,not only,5
R2696,Home & Kitchen,I love this Home & Kitchen item—bright camera.,Positive,False,none,,5
R1477,Automotive,Disappointed by the unreliable connection and improper fit.,Negative,True,neg_prefix_negative,dis-/un-/im-,2
R0769,Automotive,"Not a performance boost, but a overpriced downgrade.",Negative,True,not_x_but_y_negative,not ... but,1
R0052,Grocery,"Not only great support, but also great build.",Positive,True,not_only_but_also,not only,4
R2305,Electronics,Really useless lag.,Negative,False,none,,1
R2147,Pet Supplies,Disappointed—terrible overall.,Negative,False,none,,1
R0530,Home & Kitchen,Not bad at all—reliable display.,Positive,True,not_bad_at_all,not,4
R1276,Grocery,"Not a performance boost, but a flimsy downgrade.",Negative,True,not_x_but_y_negative,not ... but,1
R0391,Home & Kitchen,Hardly any improvement; battery life remains blurry.,Negative,True,hardly_any_battery,hardly,2
R1844,Automotive,Not as useful as described; awful in places.,Negative,True,not_as_advertised,not,2
R2356,Grocery,This Grocery purchase was affordable.,Positive,False,none,,4
R2088,Toys & Games,Surprisingly amazing for the price.,Positive,False,none,,4
R2361,Electronics,Terrible experience; would not recommend.,Negative,False,none,,3
R2869,Automotive,Really smooth quality; would buy again.,Positive,False,none,,5
R2353,Automotive,I love this Automotive item—useful camera.,Positive,False,none,,5
R1474,Sports,Fails to connect consistently—uncomfortable waste.,Negative,True,fail_to_connect,fail to,2
R2350,Clothing,This Clothing product is overpriced.,Negative,False,none,,1
R2470,Beauty,This Beauty purchase was affordable.,Positive,False,none,,3
R0321,Electronics,No proper support and overpriced risk.,Negative,True,no_support,no,1
R1530,Sports,Hardly any improvement; battery life remains noisy.,Negative,True,hardly_any_battery,hardly,1
R0748,Electronics,Disappointed by the unreliable connection and improper fit.,Negative,True,neg_prefix_negative,dis-/un-/im-,1
R0084,Automotive,No proper support and slow issue.,Negative,True,no_support,no,3
R1327,Books,Hardly any improvement; battery life remains awful.,Negative,True,hardly_any_battery,hardly,3
R1016,Toys & Games,Not bad at all—fast delivery.,Positive,True,not_bad_at_all,not,3
R1870,Home & Kitchen,No proper support and uncomfortable risk.,Negative,True,no_support,no,1
R1328,Books,Hardly any improvement; battery life remains unreliable.,Negative,True,hardly_any_battery,hardly,1
R1165,Grocery,"Not only handy fit, but also handy build.",Positive,True,not_only_but_also,not only,4
R1037,Home & Kitchen,It's not bad at all; actually bright.,Positive,True,litotes_not_bad,not,4
R0448,Home & Kitchen,"Not only powerful camera, but also powerful build.",Positive,True,not_only_but_also,not only,5
R2129,Pet Supplies,Disappointed—slow overall.,Negative,False,none,,3
R0115,Books,Came without a manual and the setup was weak.,Negative,True,without_manual,without,2
R1637,Toys & Games,Design is unobtrusive and setup is effortless—truly amazing.,Positive,True,neg_prefix_positive,un-,5
R2415,Beauty,I love this Beauty item—amazing sound.,Positive,False,none,,3
R2069,Grocery,Really laggy heat.,Negative,False,none,,2
R1922,Electronics,It never works when I need it; dim risk.,Negative,True,never_works,never,2
R0966,Clothing,"Not a performance boost, but a dim downgrade.",Negative,True,not_x_but_y_negative,not ... but,1
R1470,Sports,"Not a performance boost, but a noisy downgrade.",Negative,True,not_x_but_y_negative,not ... but,1
R2401,Sports,The error felt laggy.,Negative,False,none,,2
R2358,Clothing,Really awful glitch.,Negative,False,none,,1
R2257,Sports,Surprisingly fast for the price.,Positive,False,none,,4
R2934,Grocery,This Grocery product is uncomfortable.,Negative,False,none,,2
R2911,Sports,This Sports purchase was amazing.,Positive,False,none,,5
R0535,Toys & Games,Hardly any improvement; battery life remains bad.,Negative,True,hardly_any_battery,hardly,1
R0128,Toys & Games,No proper support and noisy lag.,Negative,True,no_support,no,2
R1360,Clothing,It never works when I need it; terrible risk.,Negative,True,never_works,never,1
R0538,Electronics,"Not a premium device, but a fast value for the price.",Positive,True,not_x_but_y_positive,not ... but,3
R0362,Sports,Came without a manual and the setup was noisy.,Negative,True,without_manual,without,1
R1197,Sports,Fails to connect consistently—noisy waste.,Negative,True,fail_to_connect,fail to,1
R1951,Grocery,The defect felt blurry.,Negative,False,none,,2
R2484,Beauty,Disappointed—slow overall.,Negative,False,none,,2
R1684,Pet Supplies,"Not a premium device, but a handy value for the price.",Positive,True,not_x_but_y_positive,not ... but,5
R2954,Toys & Games,This Toys & Games product is noisy.,Negative,False,none,,1
R2812,Sports,The performance is affordable.,Positive,False,none,,3
R2099,Sports,The delivery is affordable.,Positive,False,none,,4
R2548,Electronics,Really weak refund.,Negative,False,none,,1
R0173,Home & Kitchen,I've never been disappointed—fast design.,Positive,True,never_disappointed,never,3
R2501,Electronics,The noise felt terrible.,Negative,False,none,,3
R0442,Books,No proper support and terrible return.,Negative,True,no_support,no,2
R0194,Electronics,Fails to connect consistently—overpriced scratch.,Negative,True,fail_to_connect,fail to,1
R2291,Sports,The glitch felt flimsy.,Negative,False,none,,2
R0984,Pet Supplies,Not bad at all—handy build.,Positive,True,not_bad_at_all,not,5
R2741,Beauty,I love this Beauty item—bright camera.,Positive,False,none,,4
R0770,Books,No proper support and blurry issue.,Negative,True,no_support,no,2
R0731,Clothing,Hardly any improvement; battery life remains noisy.,Negative,True,hardly_any_battery,hardly,1
R0232,Electronics,It's not uncommon for it to not last; still comfortable.,Positive,True,double_negation,not ... not,5
R2162,Home & Kitchen,Surprisingly fast for the price.,Positive,False,none,,4
R2031,Toys & Games,This Toys & Games purchase was reliable.,Positive,False,none,,4
R2002,Sports,The error felt fragile.,Negative,False,none,,1
R2518,Beauty,The issue felt noisy.,Negative,False,none,,1
R1950,Grocery,No proper support and flimsy refund.,Negative,True,no_support,no,1
R0118,Electronics,No proper support and weak problem.,Negative,True,no_support,no,1
R0456,Beauty,Not as reliable as described; noisy in places.,Negative,True,not_as_advertised,not,3
R1162,Clothing,Hardly any improvement; battery life remains uncomfortable.,Negative,True,hardly_any_battery,hardly,2
R1387,Electronics,I've never been disappointed—fantastic fit.,Positive,True,never_disappointed,never,4
R1222,Sports,Not bad at all—reliable fit.,Positive,True,not_bad_at_all,not,5
R0712,Clothing,Came without a manual and the setup was blurry.,Negative,True,without_manual,without,3
R2054,Automotive,Disappointed—slow overall.,Negative,False,none,,1
R2433,Toys & Games,This Toys & Games purchase was comfortable.,Positive,False,none,,4
R2776,Electronics,The defect felt flimsy.,Negative,False,none,,1
R2790,Beauty,The refund felt uncomfortable.,Negative,False,none,,2
R1937,Clothing,Disappointed by the unreliable connection and improper fit.,Negative,True,neg_prefix_negative,dis-/un-/im-,2
R1240,Toys & Games,Fails to connect consistently—dim lag.,Negative,True,fail_to_connect,fail to,3
R2348,Books,This Books purchase was great.,Positive,False,none,,4
R2683,Clothing,The lag felt bad.,Negative,False,none,,1
R1297,Books,Came without a manual and the setup was laggy.,Negative,True,without_manual,without,3
R1724,Pet Supplies,It's not bad at all; actually fantastic.,Positive,True,litotes_not_bad,not,5
R2246,Automotive,The waste felt awful.,Negative,False,none,,3
R1088,Toys & Games,Fails to connect consistently—awful problem.,Negative,True,fail_to_connect,fail to,3
R1848,Sports,"Not a performance boost, but a weak downgrade.",Negative,True,not_x_but_y_negative,not ... but,2
R0906,Books,It's not uncommon for it to not fail; still comfortable.,Positive,True,double_negation,not ... not,5
R0009,Books,I've never been disappointed—great performance.,Positive,True,never_disappointed,never,4
R1810,Home & Kitchen,No proper support and weak problem.,Negative,True,no_support,no,1
R1710,Sports,"Not a premium device, but a bright value for the price.",Positive,True,not_x_but_y_positive,not ... but,4
R0904,Automotive,"Not a premium device, but a handy value for the price.",Positive,True,not_x_but_y_positive,not ... but,5
R0824,Automotive,I've never been disappointed—clear battery life.,Positive,True,never_disappointed,never,5
R1207,Toys & Games,"Not only fantastic design, but also fantastic build.",Positive,True,not_only_but_also,not only,4
R0430,Books,Design is unobtrusive and setup is effortless—truly excellent.,Positive,True,neg_prefix_positive,un-,3
R0247,Pet Supplies,Fails to connect consistently—laggy refund.,Negative,True,fail_to_connect,fail to,2
R2421,Automotive,I love this Automotive item—durable build.,Positive,False,none,,3
R1282,Electronics,"Not a performance boost, but a noisy downgrade.",Negative,True,not_x_but_y_negative,not ... but,3
R1012,Toys & Games,Disappointed by the unreliable connection and improper fit.,Negative,True,neg_prefix_negative,dis-/un-/im-,1
R0405,Home & Kitchen,Hardly any improvement; battery life remains slow.,Negative,True,hardly_any_battery,hardly,3
R1925,Grocery,"Not only smooth camera, but also smooth build.",Positive,True,not_only_but_also,not only,4
R0320,Electronics,"Not a premium device, but a durable value for the price.",Positive,True,not_x_but_y_positive,not ... but,5
R0434,Electronics,Came without a manual and the setup was terrible.,Negative,True,without_manual,without,1
R2811,Grocery,Surprisingly useful for the price.,Positive,False,none,,4
R0961,Automotive,Not as powerful as described; awful in places.,Negative,True,not_as_advertised,not,1
R2635,Grocery,Really clear delivery; would buy again.,Positive,False,none,,5
R2045,Electronics,Really excellent camera; would buy again.,Positive,False,none,,4
R0176,Sports,Not as great as described; fragile in places.,Negative,True,not_as_advertised,not,3
R1863,Beauty,It's not dim at all; actually affordable.,Positive,True,litotes_not_bad,not,5
R1628,Grocery,Disappointed by the unreliable connection and improper fit.,Negative,True,neg_prefix_negative,dis-/un-/im-,1
R2575,Automotive,Terrible experience; would not recommend.,Negative,False,none,,3
R0580,Sports,Not as fantastic as described; awful in places.,Negative,True,not_as_advertised,not,1
R1080,Books,"Not a premium device, but a comfortable value for the price.",Positive,True,not_x_but_y_positive,not ... but,3
R0332,Home & Kitchen,"Not a performance boost, but a bad downgrade.",Negative,True,not_x_but_y_negative,not ... but,3
R2775,Clothing,I love this Clothing item—affordable build.,Positive,False,none,,5
R2116,Pet Supplies,This Pet Supplies product is unreliable.,Negative,False,none,,1
R0809,Clothing,No proper support and fragile problem.,Negative,True,no_support,no,1
